country_region_code,country_region,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-07-23,13,51,45,5,0,5
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-07-24,3,30,44,-2,-4,4
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-07-25,29,65,48,12,-5,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-07-26,34,74,49,18,-5,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-07-27,34,77,39,16,-5,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-07-28,35,79,36,21,-5,5
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-07-29,34,89,40,20,-3,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-07-30,22,63,47,10,-14,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-07-31,23,55,57,13,9,2
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-01,41,83,53,22,-7,5
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-02,40,85,53,21,-9,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-03,40,85,47,17,-8,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-04,40,89,48,22,-9,5
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-05,34,91,45,17,-8,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-06,25,70,50,14,3,4
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-07,23,59,56,15,7,2
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-08,35,77,49,18,-15,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-09,36,81,51,18,-15,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-10,36,76,45,13,-14,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-11,33,78,44,17,-15,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-12,27,79,40,14,-12,8
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-13,19,58,44,8,3,5
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-14,20,49,59,9,10,3
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-15,37,77,58,17,-17,8
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-16,35,78,52,17,-16,8
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-17,33,76,45,13,-15,9
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-18,33,80,44,17,-15,9
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-19,26,79,43,11,-13,11
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-20,16,56,50,6,-11,9
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-21,18,48,57,9,12,5
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-22,34,74,50,15,-12,10
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-23,33,78,50,14,-12,10
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-24,31,76,40,10,-11,10
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-25,30,77,39,14,-10,10
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-26,24,78,32,8,-7,11
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-27,19,62,37,5,8,8
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-28,19,51,40,5,17,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-29,32,74,35,13,-5,9
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-30,33,80,25,12,-4,9
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-08-31,36,81,29,12,-3,8
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-01,37,89,32,19,-2,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-02,32,92,28,12,3,8
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-03,30,78,40,10,16,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-04,31,67,30,9,20,5
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-05,38,86,34,14,3,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-06,36,87,30,14,2,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-07,35,84,28,12,3,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-08,33,83,22,14,3,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-09,29,83,23,11,7,8
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-10,25,68,30,5,20,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-11,24,59,32,5,21,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-12,31,75,30,11,6,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-13,33,78,23,11,5,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-14,31,75,24,8,5,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-15,28,76,21,12,5,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-16,26,80,23,10,10,8
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-17,23,67,34,7,22,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-18,23,53,26,4,21,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-19,28,70,29,11,8,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-20,28,74,25,10,7,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-21,26,71,22,7,7,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-22,26,74,18,10,7,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-23,23,74,17,7,12,8
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-24,20,64,30,2,22,8
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-25,19,54,26,3,19,8
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-26,25,69,23,8,12,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-27,27,68,17,8,10,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-28,28,75,20,6,10,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-29,29,77,18,11,11,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-09-30,30,85,18,15,17,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-10-01,30,77,31,10,26,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-10-02,27,63,28,6,22,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-10-03,31,76,30,12,16,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-10-04,32,80,25,13,16,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-10-05,34,81,24,10,14,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-10-06,32,84,22,16,17,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-10-07,31,90,21,21,19,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-10-08,24,77,20,9,18,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-10-09,6,22,17,-2,-4,5
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-10-10,17,47,18,-6,-49,12
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-10-11,24,68,16,9,12,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-10-12,26,68,16,5,13,7
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-10-13,25,72,18,10,14,6
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-10-14,24,76,18,8,19,8
MA,Morocco,ChIJsSpoj4Azpg0RdqFGLh2Vh80,2022-10-15,23,63,27,4,25,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-01,15,77,5,4,-17,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-02,12,60,-2,18,-7,4
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-03,12,88,-2,7,8,5
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-04,12,82,-8,-3,11,4
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-05,11,81,-2,2,10,5
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-06,6,75,-15,-6,7,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-07,8,77,-8,1,13,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-08,10,73,-4,-5,14,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-09,6,53,-4,-7,-8,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-10,13,81,-4,-4,5,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-11,8,78,-9,-14,-34,13
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-12,6,69,-7,-4,6,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-13,2,77,-10,-11,4,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-14,4,63,-17,-10,9,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-15,5,58,-11,-12,12,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-16,2,41,-11,-15,-8,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-17,5,69,-8,-8,2,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-18,7,65,-15,-12,6,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-19,5,66,-11,-11,4,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-20,5,69,-15,-11,2,10
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-21,4,69,-14,-6,6,10
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-22,4,55,-11,-14,9,10
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-23,0,31,-19,-17,-6,10
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-24,5,61,-13,-11,0,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-25,9,53,-20,-19,2,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-26,3,60,-13,-15,0,10
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-27,7,70,-12,-14,0,10
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-28,3,63,-15,-10,4,10
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-29,7,54,-14,-15,10,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-30,7,27,-23,-17,-5,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-01-31,10,74,-8,-6,1,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-01,12,75,-7,-4,5,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-02,14,77,-3,-1,3,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-03,12,73,-8,1,1,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-04,9,67,-10,7,3,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-05,11,60,-8,2,5,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-06,12,43,-6,0,-7,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-07,18,81,8,18,-15,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-08,19,79,6,12,-13,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-09,18,78,12,17,-14,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-10,20,84,11,16,-17,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-11,16,75,2,20,-14,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-12,15,65,6,17,-6,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-13,14,45,-2,26,-6,4
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-14,15,76,-1,14,5,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-15,17,67,-3,2,9,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-16,12,68,0,12,7,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-17,12,74,-3,10,4,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-18,12,71,-4,17,11,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-19,15,64,-4,12,14,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-20,8,41,-5,11,-4,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-21,16,77,3,16,7,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-22,16,74,-1,8,10,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-23,16,76,3,19,9,5
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-24,11,75,-6,12,8,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-25,13,71,-7,22,14,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-26,17,74,-4,14,16,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-27,15,56,-2,22,-1,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-02-28,17,82,5,22,10,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-01,19,87,8,22,13,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-02,18,88,14,23,11,5
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-03,17,94,5,23,9,6
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-04,12,77,-8,34,13,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-05,19,81,6,28,15,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-06,6,46,-15,30,-4,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-07,20,87,11,33,11,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-08,19,88,9,25,14,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-09,17,80,7,25,12,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-10,15,84,7,27,11,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-11,9,74,-3,33,16,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-12,14,78,7,28,16,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-13,11,64,5,38,0,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-14,9,73,1,27,10,10
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-15,13,82,4,23,14,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-16,4,66,-4,22,11,10
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-17,9,83,2,21,11,10
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-18,10,81,2,42,16,10
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-19,16,78,13,33,16,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-20,13,60,7,40,1,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-21,14,84,12,35,14,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-22,13,81,10,25,16,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-23,6,71,-3,22,13,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-24,8,74,-5,23,11,11
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-25,12,73,-6,38,16,10
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-26,16,83,12,36,18,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-27,12,66,14,43,2,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-28,13,82,13,40,14,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-29,9,65,-5,25,15,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-30,6,77,-2,37,12,10
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-03-31,14,95,8,37,13,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-01,16,95,11,46,17,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-02,18,97,13,37,18,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-03,-20,55,-14,22,-10,17
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-04,-15,67,-11,17,-12,17
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-05,-9,75,-6,9,-10,16
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-06,-9,71,-9,16,-11,16
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-07,-4,83,2,14,-12,16
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-08,-4,77,-2,19,-7,17
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-09,-6,72,-3,18,-1,15
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-10,-12,59,-8,22,-5,14
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-11,-3,78,4,24,7,13
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-12,-5,76,-3,6,8,14
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-13,-6,75,0,18,5,15
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-14,-4,80,0,19,5,15
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-15,-5,67,2,22,10,16
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-16,-5,65,0,14,11,15
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-17,-10,56,1,15,-3,15
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-18,-1,77,8,25,6,14
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-19,-3,76,4,11,9,13
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-20,-8,70,-6,14,6,15
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-21,-4,88,2,13,6,15
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-22,-2,80,2,17,13,15
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-23,-3,74,-1,12,13,15
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-24,-7,73,7,16,2,15
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-25,2,90,10,20,9,13
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-26,0,90,12,16,9,13
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-27,2,93,15,29,8,13
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-28,-1,101,9,33,4,13
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-29,9,104,21,43,8,13
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-04-30,14,109,22,52,4,13
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-01,22,123,35,50,-1,13
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-02,26,105,34,60,-71,11
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-03,14,73,-6,47,-62,13
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-04,24,89,13,67,-14,10
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-05,24,102,17,50,-8,11
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-06,17,87,6,41,-2,11
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-07,16,81,8,39,2,10
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-08,11,64,1,68,-7,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-09,19,93,12,52,7,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-10,18,88,6,38,10,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-11,16,85,8,42,9,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-12,16,89,3,35,9,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-13,15,77,0,36,13,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-14,12,73,1,35,14,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-15,8,59,-2,38,-4,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-16,15,86,9,36,10,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-17,16,82,7,28,12,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-18,20,74,3,38,7,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-19,14,83,4,34,7,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-20,11,73,-2,31,12,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-21,10,72,-3,30,14,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-22,10,64,3,35,-3,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-23,16,86,8,38,10,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-24,16,81,1,30,10,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-25,14,79,8,37,9,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-26,14,89,8,36,5,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-27,10,70,-2,32,10,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-28,14,65,-5,22,12,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-29,7,61,1,33,-3,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-30,16,77,5,32,7,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-05-31,16,85,5,24,8,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-06-01,16,87,8,38,6,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-06-02,16,92,7,30,3,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-06-03,13,81,4,36,8,9
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-06-04,12,75,6,27,12,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-06-05,7,56,5,33,-3,7
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-06-06,16,82,9,37,3,8
MA,Morocco,ChIJ3Q-0RKaLnw0RKN5TjZmEYfE,2022-06-07,14,81,4,27,5,9
